,year,mon,day,phonecharge_time
0,2013,3,27,0
1,2013,3,28,0
2,2013,3,29,0
3,2013,3,30,0
4,2013,3,31,0
5,2013,4,1,0
6,2013,4,2,0
7,2013,4,3,0
8,2013,4,4,0
9,2013,4,5,0
10,2013,4,6,0
11,2013,4,7,0
12,2013,4,8,10911
13,2013,4,9,0
14,2013,4,10,0
15,2013,4,12,0
16,2013,4,13,0
17,2013,4,14,0
18,2013,4,15,0
19,2013,4,16,35144
20,2013,4,17,0
21,2013,4,18,0
22,2013,4,19,0
23,2013,4,20,0
24,2013,4,22,0
25,2013,4,23,0
26,2013,4,24,6541
27,2013,4,25,0
28,2013,4,26,0
29,2013,4,27,0
30,2013,4,28,0
31,2013,4,29,0
32,2013,4,30,25362
33,2013,5,1,5347
34,2013,5,2,0
35,2013,5,3,0
36,2013,5,4,0
37,2013,5,5,0
38,2013,5,6,0
39,2013,5,7,0
40,2013,5,8,0
41,2013,5,9,0
42,2013,5,10,0
43,2013,5,11,0
44,2013,5,12,0
45,2013,5,13,0
46,2013,5,14,0
47,2013,5,15,0
48,2013,5,16,0
49,2013,5,17,0
50,2013,5,18,0
51,2013,5,21,0
