,year,mon,day,phonecharge_time
0,2013,3,28,0
1,2013,3,29,9344
2,2013,3,30,0
3,2013,3,31,0
4,2013,4,1,0
5,2013,4,2,22994
6,2013,4,3,16177
7,2013,4,4,0
8,2013,4,5,0
9,2013,4,7,11563
10,2013,4,9,3616
11,2013,4,12,0
12,2013,4,15,0
13,2013,4,19,0
14,2013,4,20,0
15,2013,4,22,0
16,2013,4,23,18347
17,2013,4,26,0
18,2013,4,27,7177
19,2013,4,29,0
20,2013,4,30,26924
21,2013,5,1,0
22,2013,5,3,0
23,2013,5,4,7925
24,2013,5,6,0
25,2013,5,7,0
26,2013,5,8,0
27,2013,5,10,0
28,2013,5,11,0
29,2013,5,12,0
30,2013,5,13,0
31,2013,5,14,0
32,2013,5,16,0
33,2013,5,20,0
34,2013,5,22,0
