,year,mon,day,phonecharge_time
0,2013,3,28,4425
1,2013,3,29,0
2,2013,3,30,0
3,2013,4,1,4410
4,2013,4,2,4556
5,2013,4,3,0
6,2013,4,4,0
7,2013,4,5,0
8,2013,4,7,0
9,2013,4,8,0
10,2013,4,9,11977
11,2013,4,10,0
12,2013,4,11,0
13,2013,4,12,24469
14,2013,4,13,0
15,2013,4,18,0
16,2013,4,19,0
17,2013,4,20,0
18,2013,4,21,35555
19,2013,4,22,24329
20,2013,4,23,5298
21,2013,4,25,0
22,2013,4,27,0
23,2013,4,28,4259
24,2013,4,29,13494
25,2013,4,30,4571
26,2013,5,2,0
27,2013,5,3,0
28,2013,5,6,0
29,2013,5,7,0
30,2013,5,8,31232
31,2013,5,9,0
32,2013,5,10,0
33,2013,5,11,0
34,2013,5,13,0
35,2013,5,14,12181
36,2013,5,17,0
37,2013,5,19,18948
38,2013,5,21,6049
39,2013,5,22,43560
40,2013,5,23,0
41,2013,5,24,3947
42,2013,5,25,0
43,2013,5,26,6527
44,2013,5,27,0
45,2013,5,28,37248
46,2013,5,29,25931
