,year,mon,day,phonecharge_time
0,2013,4,2,3610
1,2013,4,3,8898
2,2013,4,4,0
3,2013,4,5,3891
4,2013,4,6,0
5,2013,4,7,0
6,2013,4,8,9395
7,2013,4,9,0
8,2013,4,10,0
9,2013,4,11,0
10,2013,4,12,5175
11,2013,4,14,0
12,2013,4,15,5073
13,2013,4,16,0
14,2013,4,17,0
15,2013,4,18,0
16,2013,4,19,0
17,2013,4,22,4631
18,2013,4,23,0
19,2013,4,24,0
20,2013,4,26,0
21,2013,4,27,5357
22,2013,4,28,9388
23,2013,4,29,45300
24,2013,4,30,10733
25,2013,5,1,0
26,2013,5,3,0
27,2013,5,4,0
28,2013,5,6,0
29,2013,5,8,0
30,2013,5,10,0
31,2013,5,13,10090
32,2013,5,14,0
33,2013,5,15,0
34,2013,5,16,0
35,2013,5,18,0
36,2013,5,19,0
37,2013,5,20,12906
38,2013,5,24,18592
39,2013,5,25,3769
40,2013,5,26,0
41,2013,5,27,0
42,2013,5,28,12949
