,year,mon,day,phonecharge_time
0,2013,3,28,4584
1,2013,3,29,4258
2,2013,3,30,0
3,2013,3,31,0
4,2013,4,1,0
5,2013,4,2,0
6,2013,4,4,9123
7,2013,4,5,16639
8,2013,4,6,0
9,2013,4,7,51723
10,2013,4,8,0
11,2013,4,9,7664
12,2013,4,10,7779
13,2013,4,11,0
14,2013,4,14,11662
15,2013,4,15,44119
16,2013,4,17,0
17,2013,4,18,0
18,2013,4,19,0
19,2013,4,21,0
20,2013,4,22,0
21,2013,4,23,31835
22,2013,4,24,18727
23,2013,4,25,0
24,2013,4,26,0
25,2013,4,28,0
26,2013,4,29,0
27,2013,4,30,8902
28,2013,5,1,31786
29,2013,5,2,0
30,2013,5,3,0
31,2013,5,4,0
32,2013,5,6,0
33,2013,5,7,15492
34,2013,5,8,11375
35,2013,5,10,0
36,2013,5,12,4426
37,2013,5,13,0
38,2013,5,14,5822
39,2013,5,15,0
