,year,mon,day,phonecharge_time
0,2013,3,29,28760
1,2013,3,30,5024
2,2013,4,1,13356
3,2013,4,2,26143
4,2013,4,3,30107
5,2013,4,5,6723
6,2013,4,6,14395
7,2013,4,7,14082
8,2013,4,10,7452
9,2013,4,11,0
10,2013,4,12,10791
11,2013,4,17,8493
12,2013,4,18,5601
13,2013,4,19,37282
14,2013,4,22,0
15,2013,4,23,0
16,2013,4,25,4216
17,2013,4,26,6131
18,2013,4,27,0
19,2013,4,29,0
20,2013,4,30,0
21,2013,5,1,17321
22,2013,5,2,22872
23,2013,5,3,5780
24,2013,5,4,9443
25,2013,5,8,0
26,2013,5,14,0
27,2013,5,15,0
28,2013,5,18,8795
29,2013,5,19,0
30,2013,5,20,0
31,2013,5,21,0
32,2013,5,22,0
33,2013,5,25,0
34,2013,5,27,0
35,2013,5,28,16499
36,2013,5,29,19194
