,year,mon,day,phonecharge_time
0,2013,3,27,10817
1,2013,3,31,0
2,2013,4,1,0
3,2013,4,2,0
4,2013,4,3,8964
5,2013,4,4,6564
6,2013,4,5,5362
7,2013,4,6,0
8,2013,4,7,0
9,2013,4,8,0
10,2013,4,10,0
11,2013,4,11,0
12,2013,4,12,0
13,2013,4,15,37954
14,2013,4,16,0
15,2013,4,19,0
16,2013,4,20,0
17,2013,4,21,7146
18,2013,4,22,14538
19,2013,4,23,15761
20,2013,4,24,8423
21,2013,4,25,9219
22,2013,4,26,0
23,2013,4,29,39195
24,2013,4,30,0
25,2013,5,1,0
26,2013,5,2,0
27,2013,5,6,0
28,2013,5,8,0
29,2013,5,12,0
30,2013,5,13,0
