,year,mon,day,phonecharge_time
0,2013,3,28,0
1,2013,3,29,3606
2,2013,3,30,22475
3,2013,3,31,0
4,2013,4,1,0
5,2013,4,2,4272
6,2013,4,4,0
7,2013,4,5,7732
8,2013,4,6,0
9,2013,4,7,10841
10,2013,4,11,4847
11,2013,4,12,15440
12,2013,4,13,10742
13,2013,4,15,3658
14,2013,4,16,0
15,2013,4,18,3800
16,2013,4,20,26758
17,2013,4,21,0
18,2013,4,22,11356
19,2013,4,23,5042
20,2013,4,24,0
21,2013,4,25,3671
22,2013,4,26,3764
23,2013,4,27,6322
24,2013,4,28,12490
25,2013,4,29,5867
26,2013,5,1,0
27,2013,5,2,0
28,2013,5,3,4738
29,2013,5,4,0
30,2013,5,5,5974
31,2013,5,7,5503
32,2013,5,9,9867
33,2013,5,10,4035
34,2013,5,11,22370
35,2013,5,12,5065
36,2013,5,13,9495
37,2013,5,14,9354
38,2013,5,16,0
39,2013,5,17,15822
40,2013,5,18,0
41,2013,5,19,0
42,2013,5,20,0
43,2013,5,22,0
44,2013,5,24,0
45,2013,5,25,0
46,2013,5,27,0
47,2013,5,29,12891
48,2013,5,30,0
