,year,mon,day,phonecharge_time
0,2013,4,3,0
1,2013,4,4,3874
2,2013,4,5,0
3,2013,4,6,0
4,2013,4,7,9712
5,2013,4,9,0
6,2013,4,10,0
7,2013,4,12,0
8,2013,4,13,0
9,2013,4,14,0
10,2013,4,17,0
11,2013,4,18,0
12,2013,4,19,0
13,2013,4,20,0
14,2013,4,21,0
15,2013,4,22,0
16,2013,4,23,29086
17,2013,4,24,0
18,2013,4,25,0
19,2013,4,26,0
20,2013,4,27,16780
21,2013,4,29,0
22,2013,4,30,0
23,2013,5,2,0
24,2013,5,3,0
25,2013,5,4,0
26,2013,5,5,0
27,2013,5,6,0
28,2013,5,7,0
29,2013,5,9,0
30,2013,5,12,0
31,2013,5,14,0
32,2013,5,15,3726
33,2013,5,16,0
34,2013,5,18,0
35,2013,5,20,0
36,2013,5,21,0
37,2013,5,22,0
38,2013,5,24,0
39,2013,5,25,0
40,2013,5,27,4672
