,year,mon,day,dark_time
0,2013,3,27,32482
1,2013,3,28,0
2,2013,3,29,24067
3,2013,4,1,0
4,2013,4,2,46893
5,2013,4,3,3934
6,2013,4,4,48900
7,2013,4,5,0
8,2013,4,6,26065
9,2013,4,7,33016
10,2013,4,8,43418
11,2013,4,9,52414
12,2013,4,10,0
13,2013,4,11,64003
14,2013,4,12,0
15,2013,4,13,4287
16,2013,4,14,42584
17,2013,4,15,12057
18,2013,4,16,40773
19,2013,4,17,38059
20,2013,4,18,33402
21,2013,4,19,33932
22,2013,4,20,15482
23,2013,4,22,0
24,2013,4,23,0
25,2013,4,24,29212
26,2013,4,25,50682
27,2013,4,26,23791
28,2013,4,27,66593
29,2013,4,28,38254
30,2013,4,29,7428
31,2013,4,30,48491
32,2013,5,1,30611
33,2013,5,2,57393
34,2013,5,3,50331
35,2013,5,5,0
36,2013,5,6,3742
37,2013,5,7,22500
38,2013,5,8,35629
39,2013,5,9,51192
40,2013,5,10,28708
41,2013,5,11,35004
42,2013,5,12,49975
43,2013,5,13,27299
44,2013,5,14,44976
45,2013,5,15,29561
46,2013,5,16,35696
47,2013,5,17,24299
48,2013,5,18,39108
49,2013,5,19,21464
50,2013,5,20,31088
51,2013,5,21,46776
52,2013,5,22,35123
53,2013,5,23,34014
54,2013,5,24,41277
55,2013,5,25,45332
56,2013,5,26,27236
57,2013,5,27,0
58,2013,5,28,31262
59,2013,5,29,0
60,2013,5,30,0
