,year,mon,day,dark_time
0,2013,3,27,34093
1,2013,3,28,23575
2,2013,3,29,18328
3,2013,3,30,10435
4,2013,4,2,14006
5,2013,4,3,21088
6,2013,4,4,17169
7,2013,4,5,23897
8,2013,4,6,0
9,2013,4,7,9525
10,2013,4,8,0
11,2013,4,9,0
12,2013,4,10,11069
13,2013,4,11,68931
14,2013,4,12,12964
15,2013,4,13,4227
16,2013,4,14,60461
17,2013,4,15,3635
18,2013,4,17,8445
19,2013,4,18,11031
20,2013,4,19,15653
21,2013,4,20,5806
22,2013,4,21,50073
23,2013,4,22,56876
24,2013,4,23,48705
25,2013,4,24,5838
26,2013,4,25,0
27,2013,4,26,20927
28,2013,4,27,31150
29,2013,4,28,64000
30,2013,4,29,7114
31,2013,4,30,5275
32,2013,5,1,11753
33,2013,5,2,7656
34,2013,5,3,22764
35,2013,5,4,51004
36,2013,5,5,0
37,2013,5,6,5702
38,2013,5,7,8727
39,2013,5,8,47613
40,2013,5,9,21330
41,2013,5,10,48661
42,2013,5,11,4506
43,2013,5,12,72447
44,2013,5,13,10550
45,2013,5,14,0
46,2013,5,15,12886
47,2013,5,16,24279
48,2013,5,17,67677
49,2013,5,18,3811
50,2013,5,19,38545
51,2013,5,20,18304
52,2013,5,21,15345
53,2013,5,22,0
54,2013,5,23,61803
55,2013,5,24,61432
56,2013,5,25,63508
57,2013,5,26,72217
58,2013,5,27,35927
59,2013,5,28,25892
60,2013,5,29,25210
