,year,mon,day,dark_time
0,2013,3,28,18568
1,2013,3,29,15691
2,2013,3,30,21937
3,2013,3,31,64788
4,2013,4,1,38104
5,2013,4,2,5561
6,2013,4,3,0
7,2013,4,4,29903
8,2013,4,5,45595
9,2013,4,6,19709
10,2013,4,7,14771
11,2013,4,8,49006
12,2013,4,9,8226
13,2013,4,10,19626
14,2013,4,11,9571
15,2013,4,12,9136
16,2013,4,13,8028
17,2013,4,14,43292
18,2013,4,15,43190
19,2013,4,16,15474
20,2013,4,17,40834
21,2013,4,18,5104
22,2013,4,19,54042
23,2013,4,20,0
24,2013,4,21,0
25,2013,4,22,50259
26,2013,4,23,17860
27,2013,4,24,3725
28,2013,4,25,30429
29,2013,4,26,31561
30,2013,4,27,0
31,2013,4,28,61825
32,2013,4,29,30334
33,2013,4,30,36850
34,2013,5,1,54499
35,2013,5,2,35610
36,2013,5,3,9728
37,2013,5,4,45970
38,2013,5,5,16796
39,2013,5,6,49303
40,2013,5,7,70218
41,2013,5,8,38953
42,2013,5,9,20314
43,2013,5,10,67956
44,2013,5,11,17692
45,2013,5,12,55388
46,2013,5,13,62954
47,2013,5,14,39695
48,2013,5,15,0
49,2013,5,16,18814
50,2013,5,17,3650
51,2013,5,18,0
