,year,mon,day,dark_time
0,2013,4,2,11434
1,2013,4,3,4761
2,2013,4,4,9000
3,2013,4,5,9701
4,2013,4,6,3878
5,2013,4,11,0
6,2013,4,12,9478
7,2013,4,13,0
8,2013,4,14,41771
9,2013,4,15,35500
10,2013,4,16,0
11,2013,4,18,57809
12,2013,4,21,0
13,2013,4,22,28559
14,2013,4,29,6621
15,2013,4,30,21280
16,2013,5,1,0
17,2013,5,5,19403
18,2013,5,6,32871
19,2013,5,7,13106
20,2013,5,8,10582
21,2013,5,9,10754
22,2013,5,11,11275
23,2013,5,20,8318
24,2013,5,21,51663
25,2013,5,25,0
26,2013,5,26,4343
27,2013,5,27,45791
28,2013,5,28,39480
