,year,mon,day,dark_time
0,2013,3,28,0
1,2013,3,29,26252
2,2013,3,30,15979
3,2013,3,31,35690
4,2013,4,1,47646
5,2013,4,2,60227
6,2013,4,3,23159
7,2013,4,4,40468
8,2013,4,5,11469
9,2013,4,6,30941
10,2013,4,7,75185
11,2013,4,8,26193
12,2013,4,9,6209
13,2013,4,10,19305
14,2013,4,11,19652
15,2013,4,12,55173
16,2013,4,13,22263
17,2013,4,14,9075
18,2013,4,15,0
19,2013,4,16,10208
20,2013,4,17,34326
21,2013,4,18,39083
22,2013,4,19,11185
23,2013,4,20,15353
24,2013,4,21,19541
25,2013,4,22,12993
26,2013,4,23,16003
27,2013,4,24,18711
28,2013,4,25,8567
29,2013,4,26,16155
30,2013,4,27,4056
31,2013,4,28,28751
32,2013,4,29,9585
33,2013,4,30,31510
34,2013,5,1,18625
35,2013,5,2,0
36,2013,5,3,41319
37,2013,5,4,47479
38,2013,5,5,25928
39,2013,5,6,25443
40,2013,5,8,8054
41,2013,5,9,41269
42,2013,5,10,0
43,2013,5,11,5839
44,2013,5,12,27282
45,2013,5,13,20464
46,2013,5,14,7413
47,2013,5,15,48010
48,2013,5,16,12424
49,2013,5,17,53933
50,2013,5,19,0
51,2013,5,20,0
52,2013,5,21,11862
53,2013,5,22,4848
54,2013,5,23,14555
55,2013,5,24,31089
56,2013,5,25,15762
57,2013,5,26,16425
58,2013,5,27,43306
59,2013,5,28,65529
60,2013,5,29,52725
61,2013,5,30,23848
62,2013,5,31,11069
