,year,mon,day,dark_time
0,2013,3,29,43736
1,2013,3,30,41023
2,2013,3,31,41024
3,2013,4,1,60043
4,2013,4,2,47706
5,2013,4,3,51437
6,2013,4,4,53526
7,2013,4,5,47803
8,2013,4,6,52308
9,2013,4,7,42724
10,2013,4,8,61364
11,2013,4,9,8736
12,2013,4,10,12212
13,2013,4,11,24881
14,2013,4,12,38183
15,2013,4,13,53245
16,2013,4,14,60517
17,2013,4,15,58585
18,2013,4,16,35575
19,2013,4,17,49577
20,2013,4,18,16458
21,2013,4,19,8298
22,2013,4,20,22110
23,2013,4,21,0
24,2013,4,22,48992
25,2013,4,23,14409
26,2013,4,24,29044
27,2013,4,25,0
28,2013,4,26,19987
29,2013,4,28,4011
30,2013,4,29,18390
31,2013,4,30,55936
32,2013,5,1,8550
33,2013,5,2,19228
34,2013,5,3,3948
35,2013,5,4,27935
36,2013,5,5,12863
37,2013,5,6,13639
38,2013,5,7,50546
39,2013,5,8,26131
40,2013,5,9,0
41,2013,5,10,5381
42,2013,5,11,72535
43,2013,5,12,20836
44,2013,5,13,61853
45,2013,5,14,64747
46,2013,5,15,24849
47,2013,5,21,4279
48,2013,5,23,5207
49,2013,5,25,5764
50,2013,5,26,38630
51,2013,5,28,28087
52,2013,5,29,0
53,2013,5,30,0
54,2013,5,31,47943
