,year,mon,day,dark_time
0,2013,3,27,0
1,2013,3,28,21428
2,2013,3,29,16638
3,2013,3,30,55877
4,2013,3,31,33587
5,2013,4,1,3605
6,2013,4,2,14465
7,2013,4,3,27271
8,2013,4,4,45339
9,2013,4,5,0
10,2013,4,6,21039
11,2013,4,7,0
12,2013,4,8,43042
13,2013,4,9,0
14,2013,4,10,55098
15,2013,4,11,5321
16,2013,4,12,63872
17,2013,4,13,0
18,2013,4,14,38702
19,2013,4,15,50540
20,2013,4,16,48921
21,2013,4,17,58733
22,2013,4,18,17211
23,2013,4,19,5326
24,2013,4,20,0
25,2013,4,21,31378
26,2013,4,22,23092
27,2013,4,23,9228
28,2013,4,24,0
29,2013,4,25,7929
30,2013,4,26,9464
31,2013,4,27,0
32,2013,4,28,36525
33,2013,4,29,30898
34,2013,5,2,5952
35,2013,5,5,0
36,2013,5,8,8224
37,2013,5,15,36578
38,2013,5,16,27372
39,2013,5,20,4194
40,2013,5,21,0
41,2013,5,23,0
42,2013,5,24,0
43,2013,5,25,0
44,2013,5,26,0
45,2013,5,27,33158
