,year,mon,day,dark_time
0,2013,3,28,4221
1,2013,3,29,56517
2,2013,3,30,11079
3,2013,4,1,48497
4,2013,4,2,23040
5,2013,4,3,24465
6,2013,4,4,9028
7,2013,4,5,47419
8,2013,4,6,13089
9,2013,4,7,33323
10,2013,4,8,57630
11,2013,4,10,44525
12,2013,4,11,7549
13,2013,4,12,50315
14,2013,4,13,16832
15,2013,4,14,8311
16,2013,4,15,35898
17,2013,4,16,4102
18,2013,4,17,5470
19,2013,4,18,21768
20,2013,4,19,39784
21,2013,4,20,5038
22,2013,4,21,10462
23,2013,4,22,12610
24,2013,4,23,0
25,2013,4,25,14147
26,2013,4,26,29866
27,2013,4,27,7102
28,2013,4,28,14604
29,2013,4,29,31119
30,2013,4,30,5110
31,2013,5,1,38519
32,2013,5,2,40475
33,2013,5,3,22060
34,2013,5,4,20726
35,2013,5,5,0
36,2013,5,6,40619
37,2013,5,7,48826
38,2013,5,8,43045
39,2013,5,10,17191
40,2013,5,11,13972
41,2013,5,12,24793
42,2013,5,13,22052
43,2013,5,14,11798
44,2013,5,15,28761
45,2013,5,16,25452
46,2013,5,17,61641
47,2013,5,18,7661
48,2013,5,19,14820
49,2013,5,20,37033
50,2013,5,21,35606
51,2013,5,22,52435
52,2013,5,23,25755
53,2013,5,24,19295
54,2013,5,25,13062
55,2013,5,26,14734
56,2013,5,27,9610
57,2013,5,29,9144
58,2013,5,30,0
59,2013,5,31,9269
