,year,mon,day,dark_time
0,2013,3,28,33431
1,2013,3,29,54769
2,2013,3,30,7368
3,2013,3,31,29669
4,2013,4,1,14183
5,2013,4,2,10868
6,2013,4,3,24768
7,2013,4,4,56114
8,2013,4,5,47301
9,2013,4,6,22806
10,2013,4,7,4198
11,2013,4,8,3645
12,2013,4,9,66855
13,2013,4,10,0
14,2013,4,11,11524
15,2013,4,12,58817
16,2013,4,13,0
17,2013,4,18,27689
18,2013,4,19,24193
19,2013,4,20,3793
20,2013,4,21,57503
21,2013,4,22,41411
22,2013,4,23,0
23,2013,4,25,59789
24,2013,4,26,19515
25,2013,4,27,26906
26,2013,4,28,8807
27,2013,4,29,32772
28,2013,4,30,17928
29,2013,5,1,17284
30,2013,5,2,69329
31,2013,5,3,58790
32,2013,5,6,30479
33,2013,5,7,51658
34,2013,5,8,56169
35,2013,5,9,62465
36,2013,5,10,51581
37,2013,5,11,0
38,2013,5,13,0
39,2013,5,14,0
40,2013,5,16,0
41,2013,5,17,0
42,2013,5,18,0
43,2013,5,19,33312
44,2013,5,20,0
45,2013,5,21,47460
46,2013,5,22,45946
47,2013,5,23,65484
48,2013,5,25,12900
49,2013,5,26,44761
50,2013,5,27,3839
51,2013,5,28,30432
52,2013,5,29,26464
53,2013,5,30,9118
54,2013,5,31,4938
