,year,mon,day,dark_time
0,2013,3,27,0
1,2013,3,28,10065
2,2013,3,29,32478
3,2013,3,30,41882
4,2013,3,31,3950
5,2013,4,1,3726
6,2013,4,2,17012
7,2013,4,3,0
8,2013,4,4,43558
9,2013,4,5,4316
10,2013,4,6,61916
11,2013,4,7,4701
12,2013,4,8,3832
13,2013,4,9,54016
14,2013,4,10,0
15,2013,4,11,21568
16,2013,4,12,17274
17,2013,4,13,0
18,2013,4,14,40573
19,2013,4,15,13000
20,2013,4,16,55689
21,2013,4,17,6518
22,2013,4,18,45394
23,2013,4,21,0
24,2013,4,22,4397
25,2013,4,23,36511
26,2013,4,24,5390
27,2013,4,25,18318
28,2013,4,26,4609
29,2013,4,27,0
30,2013,4,28,41878
31,2013,4,29,32823
32,2013,4,30,20246
33,2013,5,1,10249
34,2013,5,2,41849
35,2013,5,3,5841
36,2013,5,4,16596
37,2013,5,5,9730
38,2013,5,6,0
39,2013,5,7,32666
40,2013,5,8,25526
41,2013,5,9,9831
42,2013,5,10,36749
43,2013,5,11,16697
44,2013,5,12,3640
45,2013,5,14,4165
46,2013,5,15,41465
47,2013,5,16,34813
48,2013,5,17,32440
49,2013,5,18,16915
50,2013,5,19,3940
51,2013,5,20,0
52,2013,5,21,42003
53,2013,5,22,4642
54,2013,5,23,37687
55,2013,5,24,0
56,2013,5,25,6895
57,2013,5,26,0
58,2013,5,27,0
59,2013,5,28,9521
60,2013,5,29,12089
61,2013,5,30,44287
