,year,mon,day,dark_time
0,2013,3,28,4319
1,2013,3,29,18777
2,2013,3,30,4408
3,2013,3,31,47904
4,2013,4,1,0
5,2013,4,2,27592
6,2013,4,3,22666
7,2013,4,4,14764
8,2013,4,5,11539
9,2013,4,6,25860
10,2013,4,7,4484
11,2013,4,8,63841
12,2013,4,9,19510
13,2013,4,10,0
14,2013,4,11,0
15,2013,4,12,40952
16,2013,4,13,8702
17,2013,4,14,12750
18,2013,4,16,15601
19,2013,4,17,45916
20,2013,4,18,4988
21,2013,4,19,23969
22,2013,4,20,15111
23,2013,4,21,0
24,2013,4,22,0
25,2013,4,23,0
26,2013,4,24,3751
27,2013,4,25,40414
