,year,mon,day,dark_time
0,2013,3,28,10142
1,2013,3,29,55942
2,2013,3,30,0
3,2013,3,31,53252
4,2013,4,1,4659
5,2013,4,2,28872
6,2013,4,3,26974
7,2013,4,4,11450
8,2013,4,5,44762
9,2013,4,7,32554
10,2013,4,8,10220
11,2013,4,9,6541
12,2013,4,10,6144
13,2013,4,11,22289
14,2013,4,12,29360
15,2013,4,14,0
16,2013,4,15,32712
17,2013,4,16,44148
18,2013,4,17,0
19,2013,4,18,0
20,2013,4,19,56936
21,2013,4,20,57728
22,2013,4,21,65790
23,2013,4,22,0
24,2013,4,23,53040
25,2013,4,24,0
26,2013,4,25,69992
27,2013,4,26,4087
28,2013,4,27,38355
29,2013,4,28,0
30,2013,4,29,8793
31,2013,4,30,7880
32,2013,5,1,79245
33,2013,5,2,0
34,2013,5,3,64862
35,2013,5,4,3906
36,2013,5,5,8631
37,2013,5,6,4102
38,2013,5,7,0
39,2013,5,8,22399
40,2013,5,9,15857
41,2013,5,10,6867
42,2013,5,12,0
43,2013,5,13,0
44,2013,5,20,0
45,2013,5,22,30050
46,2013,5,23,0
47,2013,5,28,0
