,year,mon,day,dark_time
0,2013,3,27,31842
1,2013,3,28,12058
2,2013,3,29,9695
3,2013,3,30,4610
4,2013,3,31,38943
5,2013,4,1,57847
6,2013,4,2,4020
7,2013,4,3,50287
8,2013,4,4,18149
9,2013,4,5,19047
10,2013,4,6,54403
11,2013,4,7,37120
12,2013,4,8,48864
13,2013,4,9,44333
14,2013,4,10,51235
15,2013,4,11,35118
16,2013,4,12,7580
17,2013,4,13,13584
18,2013,4,14,0
19,2013,4,15,70331
20,2013,4,16,0
21,2013,4,17,59578
22,2013,4,18,14504
23,2013,4,19,0
24,2013,4,20,0
25,2013,4,21,0
26,2013,4,22,37891
27,2013,4,23,21299
28,2013,4,24,6905
29,2013,4,25,48528
30,2013,4,26,0
31,2013,4,27,17214
32,2013,4,29,43053
33,2013,4,30,29194
34,2013,5,1,65627
35,2013,5,2,0
36,2013,5,3,45443
37,2013,5,4,36164
38,2013,5,5,39694
39,2013,5,6,25735
40,2013,5,8,4096
41,2013,5,9,15385
42,2013,5,10,8649
43,2013,5,12,32026
44,2013,5,13,34801
45,2013,5,14,27170
46,2013,5,15,16432
47,2013,5,16,0
48,2013,5,18,0
49,2013,5,19,9942
50,2013,5,20,19154
51,2013,5,21,0
52,2013,5,22,49470
53,2013,5,27,58587
54,2013,5,28,4556
