,year,mon,day,dark_time
0,2013,3,27,24488
1,2013,3,28,0
2,2013,3,29,36185
3,2013,3,30,0
4,2013,3,31,9141
5,2013,4,1,53046
6,2013,4,2,7437
7,2013,4,3,52754
8,2013,4,4,9450
9,2013,4,5,4179
10,2013,4,6,21206
11,2013,4,7,46193
12,2013,4,8,30909
13,2013,4,9,46918
14,2013,4,10,45460
15,2013,4,12,36468
16,2013,4,13,0
17,2013,4,14,24119
18,2013,4,15,48134
19,2013,4,16,34433
20,2013,4,17,42729
21,2013,4,18,10107
22,2013,4,19,48262
23,2013,4,20,32817
24,2013,4,21,18374
25,2013,4,22,39301
26,2013,4,23,44245
27,2013,4,24,0
28,2013,4,25,44844
29,2013,4,26,51144
30,2013,4,27,0
31,2013,4,28,7730
32,2013,4,29,39594
33,2013,4,30,4163
34,2013,5,1,35322
35,2013,5,2,4747
36,2013,5,3,0
37,2013,5,4,4139
38,2013,5,5,9753
39,2013,5,6,22056
40,2013,5,7,36403
41,2013,5,8,14409
42,2013,5,9,44648
43,2013,5,10,5290
44,2013,5,11,0
45,2013,5,12,49797
46,2013,5,13,13585
47,2013,5,14,8971
48,2013,5,15,5890
49,2013,5,16,0
50,2013,5,17,4862
51,2013,5,19,0
52,2013,5,20,0
53,2013,5,24,3888
54,2013,5,25,0
55,2013,5,26,0
56,2013,5,27,17861
57,2013,5,28,11199
58,2013,5,29,0
59,2013,5,30,3849
60,2013,5,31,38311
