,year,mon,day,dark_time
0,2013,3,27,31833
1,2013,3,28,68266
2,2013,3,29,67068
3,2013,3,30,24424
4,2013,3,31,0
5,2013,4,1,57561
6,2013,4,2,18241
7,2013,4,3,70757
8,2013,4,4,16589
9,2013,4,5,37150
10,2013,4,6,7895
11,2013,4,7,4917
12,2013,4,8,66216
13,2013,4,9,52782
14,2013,4,10,40029
15,2013,4,11,65227
16,2013,4,12,14217
17,2013,4,13,20657
18,2013,4,14,12062
19,2013,4,15,59997
20,2013,4,16,61197
21,2013,4,17,62843
22,2013,4,18,71546
23,2013,4,19,9804
24,2013,4,20,48939
25,2013,4,21,14476
26,2013,4,22,65042
27,2013,4,23,0
28,2013,4,24,64247
29,2013,4,25,8776
30,2013,4,28,4018
31,2013,4,29,4667
32,2013,5,5,0
33,2013,5,6,10527
34,2013,5,7,14001
35,2013,5,8,67563
36,2013,5,9,42707
37,2013,5,10,68694
38,2013,5,11,8055
39,2013,5,12,30061
40,2013,5,13,4921
41,2013,5,14,37225
42,2013,5,15,0
43,2013,5,16,3717
44,2013,5,17,0
45,2013,5,18,27773
46,2013,5,19,0
47,2013,5,20,3958
48,2013,5,21,0
49,2013,5,22,36523
50,2013,5,23,14033
51,2013,5,24,20963
52,2013,5,25,0
53,2013,5,27,30715
54,2013,5,28,0
55,2013,5,29,0
56,2013,5,30,4287
57,2013,5,31,7356
