,year,mon,day,dark_time
0,2013,3,27,6405
1,2013,3,28,0
2,2013,3,29,14970
3,2013,3,30,29494
4,2013,3,31,18486
5,2013,4,1,28078
6,2013,4,2,30835
7,2013,4,3,49170
8,2013,4,4,4900
9,2013,4,5,12851
10,2013,4,6,18608
11,2013,4,7,49267
12,2013,4,8,25581
13,2013,4,9,22330
14,2013,4,10,0
15,2013,4,11,6942
16,2013,4,12,59134
17,2013,4,13,13427
18,2013,4,14,0
19,2013,4,15,0
20,2013,4,16,31044
21,2013,4,17,47178
22,2013,4,18,20557
23,2013,4,19,37596
24,2013,4,20,6750
25,2013,4,21,11603
26,2013,4,22,66094
27,2013,4,23,13277
28,2013,4,24,16685
29,2013,4,25,12030
30,2013,4,26,58943
31,2013,4,27,5039
32,2013,4,28,9139
33,2013,4,29,6356
34,2013,4,30,0
35,2013,5,1,17248
36,2013,5,2,52327
37,2013,5,3,22379
38,2013,5,4,0
39,2013,5,6,8144
40,2013,5,7,39786
41,2013,5,8,59226
42,2013,5,9,52504
43,2013,5,10,55145
44,2013,5,11,5538
45,2013,5,12,35946
46,2013,5,13,13278
47,2013,5,14,26618
48,2013,5,15,47393
49,2013,5,16,48204
50,2013,5,17,20932
51,2013,5,18,8019
52,2013,5,19,21522
53,2013,5,20,63871
54,2013,5,21,7164
55,2013,5,22,0
56,2013,5,23,53701
57,2013,5,24,0
58,2013,5,26,0
59,2013,5,27,11357
