,year,mon,day,dark_time
0,2013,3,27,28287
1,2013,3,28,5010
2,2013,3,29,33596
3,2013,3,31,28318
4,2013,4,1,56954
5,2013,4,2,46866
6,2013,4,3,53864
7,2013,4,4,52621
8,2013,4,5,53294
9,2013,4,6,4132
10,2013,4,7,7601
11,2013,4,8,33768
12,2013,4,9,24909
13,2013,4,10,28302
14,2013,4,11,23657
15,2013,4,12,22286
16,2013,4,13,5551
17,2013,4,14,7450
18,2013,4,15,12867
19,2013,4,16,0
20,2013,4,17,16305
21,2013,4,18,15268
22,2013,4,19,23687
23,2013,4,20,7358
24,2013,4,21,0
25,2013,4,22,27055
26,2013,4,23,12839
27,2013,4,24,0
28,2013,4,25,23770
29,2013,4,26,25524
30,2013,4,27,0
31,2013,4,28,7351
32,2013,4,29,7535
33,2013,4,30,8439
34,2013,5,1,21943
35,2013,5,2,5140
36,2013,5,3,40228
37,2013,5,5,7536
38,2013,5,6,8002
39,2013,5,7,22003
40,2013,5,8,12750
41,2013,5,9,31132
42,2013,5,10,0
43,2013,5,12,0
44,2013,5,13,11421
45,2013,5,14,0
46,2013,5,15,3792
47,2013,5,16,12473
48,2013,5,17,28581
49,2013,5,18,0
50,2013,5,19,26623
51,2013,5,20,22425
52,2013,5,21,19552
53,2013,5,22,28023
54,2013,5,23,0
55,2013,5,24,26668
56,2013,5,26,7437
57,2013,5,27,7508
58,2013,5,28,24748
59,2013,5,29,10957
60,2013,5,30,41886
61,2013,5,31,0
