,year,mon,day,dark_time
0,2013,3,28,0
1,2013,3,29,12871
2,2013,3,30,4406
3,2013,3,31,12088
4,2013,4,1,6369
5,2013,4,2,5229
6,2013,4,3,3856
7,2013,4,4,4177
8,2013,4,5,34867
9,2013,4,6,33944
10,2013,4,7,25652
11,2013,4,8,0
12,2013,4,9,20843
13,2013,4,10,0
14,2013,4,11,0
15,2013,4,13,24221
16,2013,4,14,23520
17,2013,4,15,4065
18,2013,4,16,18179
19,2013,4,17,22859
20,2013,4,18,14796
21,2013,4,19,20796
22,2013,4,20,45040
23,2013,4,21,10449
24,2013,4,22,19396
25,2013,4,23,10127
26,2013,4,24,16253
27,2013,4,25,17317
28,2013,4,26,34995
29,2013,4,27,52436
30,2013,4,28,40014
31,2013,4,29,6835
32,2013,4,30,15737
33,2013,5,1,21646
34,2013,5,2,42806
35,2013,5,3,35513
36,2013,5,4,55058
37,2013,5,5,18278
38,2013,5,6,12414
39,2013,5,7,23204
40,2013,5,8,3749
41,2013,5,9,49721
42,2013,5,10,22135
43,2013,5,11,33724
44,2013,5,12,15958
45,2013,5,13,0
46,2013,5,14,18372
47,2013,5,15,28854
48,2013,5,16,35053
49,2013,5,17,24117
50,2013,5,18,15305
51,2013,5,19,0
52,2013,5,20,49770
53,2013,5,21,48895
54,2013,5,22,49810
55,2013,5,23,52420
56,2013,5,25,6005
57,2013,5,26,9133
58,2013,5,27,0
59,2013,5,28,0
60,2013,5,29,0
61,2013,5,30,6425
