,year,mon,day,conversation_time
0,2013,3,27,453
1,2013,3,28,454
2,2013,3,29,21551
3,2013,3,30,29835
4,2013,3,31,5284
5,2013,4,1,25060
6,2013,4,2,10229
7,2013,4,3,12850
8,2013,4,4,13214
9,2013,4,5,18485
10,2013,4,6,3338
11,2013,4,7,5071
12,2013,4,9,9287
13,2013,4,10,11595
14,2013,4,11,17228
15,2013,4,12,14823
16,2013,4,13,13913
17,2013,4,14,12286
18,2013,4,15,15421
19,2013,4,16,17672
20,2013,4,17,2642
21,2013,4,19,12474
22,2013,4,20,28573
23,2013,4,21,31232
24,2013,4,22,30665
25,2013,4,23,23299
26,2013,4,24,11266
27,2013,4,25,17412
28,2013,4,26,21893
29,2013,4,27,2459
30,2013,4,28,9329
31,2013,4,29,16215
32,2013,4,30,11769
33,2013,5,1,19092
34,2013,5,8,5120
35,2013,5,9,2316
36,2013,5,10,7433
37,2013,5,11,70
38,2013,5,12,5769
39,2013,5,13,23145
40,2013,5,14,6292
41,2013,5,15,10559
42,2013,5,16,5613
43,2013,5,17,180
44,2013,5,21,29933
45,2013,5,22,20191
46,2013,5,23,6477
47,2013,5,24,0
48,2013,5,25,10288
49,2013,5,26,23299
50,2013,5,27,0
51,2013,5,28,33009
52,2013,5,29,49614
