,year,mon,day,conversation_time
0,2013,3,27,7931
1,2013,3,28,17740
2,2013,3,29,26489
3,2013,3,30,16657
4,2013,3,31,39726
5,2013,4,1,25905
6,2013,4,2,33581
7,2013,4,3,23520
8,2013,4,4,18277
9,2013,4,5,25205
10,2013,4,6,23903
11,2013,4,7,33173
12,2013,4,8,17654
13,2013,4,9,20092
14,2013,4,10,22346
15,2013,4,11,18878
16,2013,4,12,30290
17,2013,4,13,25349
18,2013,4,14,24944
19,2013,4,15,18098
20,2013,4,16,22720
21,2013,4,17,25523
22,2013,4,18,9836
23,2013,4,19,34238
24,2013,4,20,28974
25,2013,4,21,26761
26,2013,4,22,7221
27,2013,4,23,22501
28,2013,4,24,32147
29,2013,4,25,14906
30,2013,4,26,28285
31,2013,4,27,24646
32,2013,4,28,25533
33,2013,4,29,22625
34,2013,4,30,23709
35,2013,5,1,26313
36,2013,5,2,17571
37,2013,5,3,17005
38,2013,5,4,22271
39,2013,5,5,18154
40,2013,5,6,22909
41,2013,5,7,44893
42,2013,5,8,27360
43,2013,5,9,9043
44,2013,5,10,25441
45,2013,5,11,18499
46,2013,5,12,25285
47,2013,5,13,17734
48,2013,5,14,20684
49,2013,5,15,26831
50,2013,5,16,30610
51,2013,5,17,35087
52,2013,5,18,13328
53,2013,5,19,5862
54,2013,5,20,7117
55,2013,5,21,0
56,2013,5,23,13588
57,2013,5,24,19190
58,2013,5,25,30963
59,2013,5,26,6906
60,2013,5,27,30204
61,2013,5,28,20541
62,2013,5,29,30808
63,2013,5,30,15638
64,2013,5,31,33123
