,year,mon,day,conversation_time
0,2013,3,27,4263
1,2013,3,28,24758
2,2013,3,29,18511
3,2013,3,30,30414
4,2013,3,31,20028
5,2013,4,1,24052
6,2013,4,2,32454
7,2013,4,3,33911
8,2013,4,4,32748
9,2013,4,5,29306
10,2013,4,6,28685
11,2013,4,7,4687
12,2013,4,8,15126
13,2013,4,9,19075
14,2013,4,10,9269
15,2013,4,11,3286
16,2013,4,12,21683
17,2013,4,13,17375
18,2013,4,14,24820
19,2013,4,15,26391
20,2013,4,16,9807
21,2013,4,17,13712
22,2013,4,18,32918
23,2013,4,19,27900
24,2013,4,20,34164
25,2013,4,21,5517
26,2013,4,22,18883
27,2013,4,23,45045
28,2013,4,24,16193
29,2013,4,25,27125
30,2013,4,26,28456
31,2013,4,27,34522
32,2013,4,28,15352
33,2013,4,29,22823
34,2013,4,30,41935
35,2013,5,1,9214
36,2013,5,2,54133
37,2013,5,3,40783
38,2013,5,4,18342
39,2013,5,5,20756
40,2013,5,6,20755
41,2013,5,7,13184
42,2013,5,8,22438
43,2013,5,9,21086
44,2013,5,10,26313
45,2013,5,11,1584
46,2013,5,12,5508
47,2013,5,13,26892
48,2013,5,14,24676
49,2013,5,15,10025
50,2013,5,16,29541
51,2013,5,17,28560
52,2013,5,18,37526
53,2013,5,19,23720
54,2013,5,20,20296
55,2013,5,21,25527
56,2013,5,22,16706
57,2013,5,23,17130
58,2013,5,24,26754
59,2013,5,25,24605
60,2013,5,26,18444
61,2013,5,27,19312
62,2013,5,28,27603
63,2013,5,29,22747
64,2013,5,30,26626
65,2013,5,31,29195
