,year,mon,day,conversation_time
0,2013,3,27,1361
1,2013,3,28,20277
2,2013,3,29,29173
3,2013,3,30,32054
4,2013,3,31,27914
5,2013,4,1,17999
6,2013,4,2,14807
7,2013,4,3,16795
8,2013,4,4,47156
9,2013,4,5,18176
10,2013,4,6,41261
11,2013,4,7,21167
12,2013,4,8,25180
13,2013,4,9,25080
14,2013,4,10,18172
15,2013,4,11,9581
16,2013,4,12,34616
17,2013,4,13,30875
18,2013,4,14,25968
19,2013,4,15,22496
20,2013,4,16,26703
21,2013,4,17,24662
22,2013,4,18,25141
23,2013,4,19,35396
24,2013,4,20,5842
25,2013,4,21,10941
26,2013,4,22,13194
27,2013,4,23,21309
28,2013,4,24,21081
29,2013,4,25,39341
30,2013,4,26,23612
