,year,mon,day,conversation_time
0,2013,3,28,20020
1,2013,3,29,36341
2,2013,3,30,23367
3,2013,3,31,8238
4,2013,4,1,32730
5,2013,4,2,16074
6,2013,4,3,13425
7,2013,4,4,28803
8,2013,4,5,19824
9,2013,4,6,19111
10,2013,4,7,24550
11,2013,4,8,26832
12,2013,4,9,20995
13,2013,4,10,26696
14,2013,4,11,24498
15,2013,4,12,25360
16,2013,4,13,9167
17,2013,4,14,34173
18,2013,4,15,27372
19,2013,4,16,32466
20,2013,4,17,34357
21,2013,4,18,25960
22,2013,4,19,30026
23,2013,4,20,12589
24,2013,4,21,17580
25,2013,4,22,36966
26,2013,4,23,34812
27,2013,4,24,9711
28,2013,4,25,17336
29,2013,4,26,20687
30,2013,4,27,2220
31,2013,4,28,12642
32,2013,4,29,25191
33,2013,4,30,5303
34,2013,5,1,21259
35,2013,5,2,11414
36,2013,5,3,14281
37,2013,5,4,2793
38,2013,5,5,22676
39,2013,5,6,5809
40,2013,5,7,0
41,2013,5,8,26285
42,2013,5,9,11831
43,2013,5,10,24311
44,2013,5,11,17085
45,2013,5,12,13405
46,2013,5,13,15502
47,2013,5,14,17275
48,2013,5,15,31421
49,2013,5,16,14528
50,2013,5,17,3788
51,2013,5,18,5576
52,2013,5,19,10239
53,2013,5,20,14432
54,2013,5,21,15447
55,2013,5,22,16937
56,2013,5,23,12906
57,2013,5,24,1694
58,2013,5,25,13801
59,2013,5,26,6445
60,2013,5,29,0
