,year,mon,day,conversation_time
0,2013,3,27,414
1,2013,3,28,6236
2,2013,3,29,5971
3,2013,3,30,5456
4,2013,3,31,14718
5,2013,4,1,10744
6,2013,4,2,1042
7,2013,4,3,11586
8,2013,4,4,8027
9,2013,4,5,5124
10,2013,4,6,15680
11,2013,4,7,26510
12,2013,4,8,14938
13,2013,4,9,11713
14,2013,4,10,17496
15,2013,4,11,17286
16,2013,4,12,2287
17,2013,4,13,11030
18,2013,4,14,22536
19,2013,4,15,15075
20,2013,4,16,14107
21,2013,4,17,7638
22,2013,4,18,20148
23,2013,4,19,20434
24,2013,4,20,7920
25,2013,4,21,18577
26,2013,4,22,13236
27,2013,4,23,12282
28,2013,4,24,17732
29,2013,4,25,6760
30,2013,4,26,10610
31,2013,4,27,9469
32,2013,4,28,18949
33,2013,4,29,9017
34,2013,4,30,22397
35,2013,5,1,3836
36,2013,5,2,13431
37,2013,5,3,14127
38,2013,5,4,6112
39,2013,5,13,3279
40,2013,5,14,9064
41,2013,5,15,20572
42,2013,5,16,12679
43,2013,5,17,8770
44,2013,5,18,1958
45,2013,5,19,15218
46,2013,5,20,11630
47,2013,5,21,6638
48,2013,5,22,4995
49,2013,5,23,12374
50,2013,5,24,9708
51,2013,5,25,6351
52,2013,5,26,6780
53,2013,5,27,6324
54,2013,5,28,33894
55,2013,5,29,3418
56,2013,5,30,18169
57,2013,5,31,26597
