,year,mon,day,conversation_time
0,2013,3,27,15238
1,2013,3,28,14878
2,2013,3,29,22445
3,2013,3,30,9351
4,2013,3,31,15125
5,2013,4,1,17448
6,2013,4,2,24817
7,2013,4,3,31269
8,2013,4,4,10609
9,2013,4,5,17103
10,2013,4,6,21267
11,2013,4,7,12586
12,2013,4,8,14896
13,2013,4,9,16363
14,2013,4,10,26373
15,2013,4,16,18321
16,2013,4,17,29537
17,2013,4,18,11829
18,2013,4,21,16517
19,2013,4,22,13762
20,2013,4,23,44848
21,2013,4,24,22815
22,2013,4,25,15394
23,2013,4,26,44365
24,2013,4,27,6069
25,2013,5,3,4057
26,2013,5,4,3350
27,2013,5,5,9830
28,2013,5,6,5860
29,2013,5,7,5436
30,2013,5,8,26311
31,2013,5,15,20776
32,2013,5,16,14821
33,2013,5,17,10052
34,2013,5,18,5691
35,2013,5,19,13849
36,2013,5,20,15334
37,2013,5,21,10147
38,2013,5,22,8559
39,2013,5,23,14119
40,2013,5,24,15954
41,2013,5,25,12033
42,2013,5,26,27646
