,year,mon,day,conversation_time
0,2013,3,27,5831
1,2013,3,28,32766
2,2013,3,29,40943
3,2013,3,30,35126
4,2013,3,31,31773
5,2013,4,1,15225
6,2013,4,2,20977
7,2013,4,3,46630
8,2013,4,4,32933
9,2013,4,5,31829
10,2013,4,6,30171
11,2013,4,7,33333
12,2013,4,8,21534
13,2013,4,9,23097
14,2013,4,10,45481
15,2013,4,11,26986
16,2013,4,12,32378
17,2013,4,13,1341
18,2013,4,14,34052
19,2013,4,15,15942
20,2013,4,16,28240
21,2013,4,17,27465
22,2013,4,18,5535
23,2013,4,19,31942
24,2013,4,20,25005
25,2013,4,21,32801
26,2013,4,22,29135
27,2013,4,23,38822
28,2013,4,24,19692
29,2013,4,25,33892
30,2013,4,26,14240
31,2013,4,27,30792
32,2013,4,28,26106
33,2013,4,29,43941
34,2013,4,30,27684
35,2013,5,1,32549
36,2013,5,2,23347
37,2013,5,3,40440
38,2013,5,4,34347
39,2013,5,5,24200
40,2013,5,6,10528
41,2013,5,7,38465
42,2013,5,8,19823
43,2013,5,9,22316
44,2013,5,10,10478
45,2013,5,11,181
46,2013,5,12,39015
47,2013,5,13,17495
48,2013,5,14,37059
49,2013,5,15,24475
50,2013,5,16,13562
51,2013,5,17,12271
52,2013,5,18,0
53,2013,5,20,10626
54,2013,5,21,14234
55,2013,5,22,12093
56,2013,5,23,3912
57,2013,5,24,7774
58,2013,5,25,3288
59,2013,5,26,17807
60,2013,5,27,272
61,2013,5,28,22759
62,2013,5,29,43803
