,year,mon,day,conversation_time
0,2013,3,27,6356
1,2013,3,28,29236
2,2013,3,29,12412
3,2013,3,30,28194
4,2013,3,31,45716
5,2013,4,1,46546
6,2013,4,2,16136
7,2013,4,3,14646
8,2013,4,4,27693
9,2013,4,5,12311
10,2013,4,6,20729
11,2013,4,7,28491
12,2013,4,8,11074
13,2013,4,9,23611
14,2013,4,10,23882
15,2013,4,11,18339
16,2013,4,12,24195
17,2013,4,13,18397
18,2013,4,14,22943
19,2013,4,15,21282
20,2013,4,16,10493
21,2013,4,17,21549
22,2013,4,18,29974
23,2013,4,19,25039
24,2013,4,22,16247
25,2013,5,1,6244
26,2013,5,2,10599
27,2013,5,6,21892
28,2013,5,7,15114
29,2013,5,8,3043
30,2013,5,9,19965
31,2013,5,10,5409
32,2013,5,11,28610
33,2013,5,12,35573
34,2013,5,13,38482
35,2013,5,14,33943
36,2013,5,15,21631
37,2013,5,16,16269
38,2013,5,17,21863
39,2013,5,18,31366
40,2013,5,19,25757
41,2013,5,20,11232
42,2013,5,21,16501
43,2013,5,22,7190
44,2013,5,23,29494
45,2013,5,24,19149
46,2013,5,25,22571
47,2013,5,26,44126
48,2013,5,27,30577
49,2013,5,28,37547
