,year,mon,day,conversation_time
0,2013,3,27,0
1,2013,3,28,13797
2,2013,3,29,11920
3,2013,3,30,16611
4,2013,3,31,1087
5,2013,4,1,8520
6,2013,4,2,11820
7,2013,4,3,19421
8,2013,4,4,11981
9,2013,4,5,6621
10,2013,4,6,15059
11,2013,4,7,9903
12,2013,4,8,10958
13,2013,4,9,20271
14,2013,4,10,9993
15,2013,4,11,12695
16,2013,4,12,27264
17,2013,4,13,19952
18,2013,4,14,15755
19,2013,4,15,6605
20,2013,4,20,3176
21,2013,4,21,6322
22,2013,4,22,5032
23,2013,4,23,5073
24,2013,4,24,3257
25,2013,4,25,7808
26,2013,4,26,18506
27,2013,4,27,5702
28,2013,4,28,12431
29,2013,4,29,5173
30,2013,4,30,8713
31,2013,5,1,2995
32,2013,5,4,514
33,2013,5,5,9412
34,2013,5,6,2098
35,2013,5,7,13659
36,2013,5,8,8002
37,2013,5,9,0
38,2013,5,10,936
39,2013,5,11,7341
40,2013,5,12,0
41,2013,5,13,696
42,2013,5,14,5438
43,2013,5,15,4416
44,2013,5,16,5764
45,2013,5,17,303
46,2013,5,18,25889
47,2013,5,20,8487
48,2013,5,21,7007
