,year,mon,day,conversation_time
0,2013,3,27,6622
1,2013,3,28,32389
2,2013,3,29,25189
3,2013,3,30,16677
4,2013,3,31,28924
5,2013,4,1,18549
6,2013,4,2,17278
7,2013,4,3,16114
8,2013,4,4,23210
9,2013,4,5,10910
10,2013,4,6,12208
11,2013,4,7,3781
12,2013,4,8,6229
13,2013,4,9,22475
14,2013,4,10,34038
15,2013,4,11,27405
16,2013,4,12,21079
17,2013,4,13,24585
18,2013,4,14,27903
19,2013,4,15,21140
20,2013,4,16,15707
21,2013,4,17,23777
22,2013,4,18,19622
23,2013,4,19,15159
24,2013,4,20,46273
25,2013,4,21,21082
26,2013,4,22,16283
27,2013,4,23,16028
28,2013,4,24,24580
29,2013,4,25,24594
30,2013,4,26,22436
31,2013,4,27,29728
32,2013,4,28,19379
33,2013,4,29,10731
34,2013,4,30,15479
35,2013,5,1,20319
36,2013,5,2,24330
37,2013,5,3,10180
38,2013,5,4,22347
39,2013,5,5,14739
40,2013,5,6,15145
41,2013,5,7,11946
42,2013,5,8,13633
43,2013,5,9,25270
44,2013,5,10,14485
45,2013,5,11,25510
46,2013,5,12,18945
47,2013,5,13,24362
48,2013,5,14,14592
49,2013,5,15,26055
50,2013,5,16,19581
51,2013,5,17,23449
52,2013,5,18,36832
53,2013,5,19,16071
54,2013,5,20,23464
55,2013,5,21,13089
56,2013,5,22,20368
57,2013,5,23,21238
58,2013,5,24,20564
59,2013,5,25,29514
60,2013,5,26,16005
61,2013,5,27,33231
62,2013,5,28,23419
63,2013,5,29,32340
64,2013,5,30,22276
65,2013,5,31,42055
