,year,mon,day,conversation_time
0,2013,3,27,10882
1,2013,3,28,30261
2,2013,3,29,23913
3,2013,3,30,9506
4,2013,3,31,8743
5,2013,4,1,26008
6,2013,4,2,16992
7,2013,4,3,32237
8,2013,4,4,27816
9,2013,4,5,40815
10,2013,4,6,44916
11,2013,4,7,40035
12,2013,4,8,45916
13,2013,4,9,8123
14,2013,4,10,19372
15,2013,4,11,20915
16,2013,4,12,27250
17,2013,4,13,18225
18,2013,4,14,8621
19,2013,4,15,3973
20,2013,4,16,17099
21,2013,4,17,23831
22,2013,4,18,19500
23,2013,4,19,24779
24,2013,4,20,23091
25,2013,4,21,8995
26,2013,4,22,17260
27,2013,4,28,4078
28,2013,4,29,4965
29,2013,4,30,2749
30,2013,5,1,10584
31,2013,5,2,17926
32,2013,5,3,5474
33,2013,5,4,2149
34,2013,5,5,9039
35,2013,5,6,8952
36,2013,5,7,282
37,2013,5,8,1553
38,2013,5,10,6724
39,2013,5,11,3590
40,2013,5,12,13317
41,2013,5,13,20446
42,2013,5,14,6333
