,year,mon,day,conversation_time
0,2013,4,2,8703
1,2013,4,3,9851
2,2013,4,4,4851
3,2013,4,5,13511
4,2013,4,6,16892
5,2013,4,7,7199
6,2013,4,8,9402
7,2013,4,9,9918
8,2013,4,10,18385
9,2013,4,11,7078
10,2013,4,12,11257
11,2013,4,13,17930
12,2013,4,14,6362
13,2013,4,16,5766
14,2013,4,17,15461
15,2013,4,18,6830
16,2013,4,19,10783
17,2013,4,20,8024
18,2013,4,21,12905
19,2013,4,22,12660
20,2013,4,23,17958
21,2013,4,24,6361
22,2013,4,25,1903
23,2013,4,26,20369
24,2013,4,27,10878
25,2013,4,28,4752
26,2013,4,29,12255
27,2013,4,30,25790
28,2013,5,1,13174
29,2013,5,2,6838
30,2013,5,3,13444
31,2013,5,4,7431
32,2013,5,5,3319
33,2013,5,6,4880
34,2013,5,7,2762
35,2013,5,8,6914
36,2013,5,9,14511
37,2013,5,10,4447
38,2013,5,11,5760
39,2013,5,12,1785
40,2013,5,14,6866
41,2013,5,15,15944
42,2013,5,16,5868
43,2013,5,17,12843
44,2013,5,18,9564
45,2013,5,19,7224
46,2013,5,20,3093
47,2013,5,21,9790
48,2013,5,22,15621
49,2013,5,23,6725
50,2013,5,24,9279
51,2013,5,25,11427
52,2013,5,26,8507
53,2013,5,27,21160
54,2013,5,28,19492
55,2013,5,29,8221
56,2013,5,30,1795
