,year,mon,day,conversation_time
0,2013,3,27,1271
1,2013,3,28,31042
2,2013,3,29,32271
3,2013,3,30,45860
4,2013,3,31,17263
5,2013,4,1,25519
6,2013,4,2,26391
7,2013,4,3,37975
8,2013,4,4,36243
9,2013,4,5,32680
10,2013,4,6,40626
11,2013,4,7,5954
12,2013,4,8,32849
13,2013,4,9,26235
14,2013,4,10,27313
15,2013,4,11,34969
16,2013,4,12,34910
17,2013,4,13,57872
18,2013,4,14,13015
19,2013,4,15,32237
20,2013,4,16,28924
21,2013,4,17,27854
22,2013,4,18,29156
23,2013,4,19,22310
24,2013,4,20,43953
25,2013,4,21,25583
26,2013,4,22,24892
27,2013,4,23,34998
28,2013,4,24,48325
29,2013,4,25,38595
30,2013,4,26,22266
31,2013,4,27,48563
32,2013,4,28,17373
33,2013,4,29,42016
34,2013,4,30,30115
35,2013,5,1,24091
36,2013,5,2,17474
37,2013,5,3,27675
38,2013,5,4,34503
39,2013,5,5,15123
40,2013,5,6,20223
41,2013,5,7,25102
42,2013,5,8,23861
43,2013,5,9,23562
44,2013,5,10,25301
45,2013,5,11,38255
46,2013,5,12,6416
47,2013,5,13,32136
48,2013,5,14,15990
49,2013,5,15,13579
50,2013,5,16,18513
51,2013,5,17,0
52,2013,5,20,22732
53,2013,5,21,36490
54,2013,5,22,33630
55,2013,5,23,28688
56,2013,5,24,17222
57,2013,5,25,25326
58,2013,5,26,52471
59,2013,5,27,57181
60,2013,5,28,13934
61,2013,5,29,63065
62,2013,5,30,11607
63,2013,5,31,20708
