,year,mon,day,conversation_time
0,2013,3,27,7121
1,2013,3,28,17819
2,2013,3,29,35829
3,2013,3,30,24520
4,2013,3,31,5365
5,2013,4,1,8932
6,2013,4,2,28505
7,2013,4,3,33527
8,2013,4,4,16775
9,2013,4,5,29485
10,2013,4,6,18858
11,2013,4,7,29944
12,2013,4,8,33915
13,2013,4,9,33148
14,2013,4,10,30901
15,2013,4,11,36414
16,2013,4,12,26211
17,2013,4,13,38725
18,2013,4,14,33766
19,2013,4,15,11046
20,2013,4,16,31903
21,2013,4,17,25771
22,2013,4,18,34785
23,2013,4,19,29287
24,2013,4,20,34188
25,2013,4,21,30401
26,2013,4,22,19500
27,2013,4,23,13041
28,2013,4,24,20417
29,2013,4,25,20929
30,2013,4,26,18185
31,2013,4,27,18900
32,2013,4,28,13799
33,2013,4,29,21263
34,2013,4,30,29148
35,2013,5,1,22103
36,2013,5,2,29786
37,2013,5,3,23515
38,2013,5,4,39256
39,2013,5,5,29007
40,2013,5,6,17495
41,2013,5,7,18582
42,2013,5,8,29470
43,2013,5,9,13316
44,2013,5,10,31263
45,2013,5,11,23606
46,2013,5,12,30953
47,2013,5,13,19723
48,2013,5,14,10030
49,2013,5,15,29291
50,2013,5,16,23761
51,2013,5,17,42475
52,2013,5,18,51258
53,2013,5,19,3853
54,2013,5,20,29481
55,2013,5,21,8279
56,2013,5,22,19991
57,2013,5,23,29566
58,2013,5,24,36322
59,2013,5,25,31521
60,2013,5,26,39044
61,2013,5,27,20798
62,2013,5,28,23858
63,2013,5,29,28306
64,2013,5,30,17573
