,year,mon,day,conversation_time
0,2013,3,28,13891
1,2013,3,29,16404
2,2013,3,30,14985
3,2013,3,31,7475
4,2013,4,1,7531
5,2013,4,2,10099
6,2013,4,3,5056
7,2013,4,4,13265
8,2013,4,5,10020
9,2013,4,6,971
10,2013,4,7,8028
11,2013,4,8,1688
12,2013,4,9,9212
13,2013,4,10,5934
14,2013,4,11,15589
15,2013,4,12,13094
16,2013,4,13,8005
17,2013,4,14,12587
18,2013,4,15,899
19,2013,4,16,2356
20,2013,4,17,3144
21,2013,4,18,8081
22,2013,4,19,2870
23,2013,4,20,759
24,2013,4,21,1072
25,2013,4,22,1900
26,2013,4,23,10656
27,2013,4,24,2621
28,2013,4,25,2505
29,2013,4,26,5140
30,2013,4,27,5034
31,2013,4,28,6704
32,2013,4,29,3271
33,2013,4,30,1435
34,2013,5,1,4952
35,2013,5,2,2232
36,2013,5,3,2245
37,2013,5,4,4558
38,2013,5,5,3832
39,2013,5,6,3789
40,2013,5,7,596
41,2013,5,8,0
42,2013,5,9,2204
43,2013,5,10,0
44,2013,5,11,3397
45,2013,5,12,364
46,2013,5,14,2699
47,2013,5,15,9206
48,2013,5,16,1195
49,2013,5,17,2344
50,2013,5,18,11212
51,2013,5,19,587
52,2013,5,20,1012
53,2013,5,21,5287
54,2013,5,22,2455
55,2013,5,23,7846
56,2013,5,24,8492
57,2013,5,25,3548
58,2013,5,26,3935
59,2013,5,28,717
60,2013,5,29,2274
61,2013,5,31,808
