,year,mon,day,conversation_time
0,2013,3,27,15486
1,2013,3,28,14185
2,2013,3,29,24167
3,2013,3,30,27768
4,2013,3,31,19360
5,2013,4,1,22997
6,2013,4,2,9920
7,2013,4,3,24617
8,2013,4,4,22336
9,2013,4,5,33472
10,2013,4,6,28102
11,2013,4,7,21794
12,2013,4,8,13293
13,2013,4,9,17347
14,2013,4,10,27518
15,2013,4,11,11165
16,2013,4,12,18280
17,2013,4,13,17815
18,2013,4,14,4671
19,2013,4,15,20629
20,2013,4,16,8437
21,2013,4,17,18340
22,2013,4,18,7726
23,2013,4,19,20549
24,2013,4,20,15458
25,2013,4,21,10155
26,2013,4,22,16589
27,2013,4,23,12476
28,2013,4,24,12738
29,2013,4,25,4972
30,2013,4,26,22356
31,2013,4,27,10698
32,2013,4,28,11032
33,2013,4,29,20933
34,2013,4,30,9802
35,2013,5,1,16302
36,2013,5,2,7620
37,2013,5,3,25452
38,2013,5,4,27696
39,2013,5,5,4451
40,2013,5,6,15918
41,2013,5,7,10284
42,2013,5,8,17925
43,2013,5,9,15740
44,2013,5,10,21819
45,2013,5,11,17545
46,2013,5,12,14816
47,2013,5,13,30834
48,2013,5,14,23546
49,2013,5,15,28334
50,2013,5,16,8720
51,2013,5,17,26266
52,2013,5,18,9103
53,2013,5,19,29268
54,2013,5,20,19890
55,2013,5,21,15037
56,2013,5,22,22179
57,2013,5,23,11236
58,2013,5,24,24287
59,2013,5,25,26416
60,2013,5,26,31851
61,2013,5,27,30293
62,2013,5,28,15661
63,2013,5,29,15453
64,2013,5,30,19099
65,2013,5,31,21620
