,year,mon,day,conversation_time
0,2013,3,28,6916
1,2013,3,30,12665
2,2013,3,31,12931
3,2013,4,1,19621
4,2013,4,2,8645
5,2013,4,3,24872
6,2013,4,4,7576
7,2013,4,5,17283
8,2013,4,6,13162
9,2013,4,7,14460
10,2013,4,8,22619
11,2013,4,9,11400
12,2013,4,10,18959
13,2013,4,11,24454
14,2013,4,12,25620
15,2013,4,13,9664
16,2013,4,14,1018
17,2013,4,15,13611
18,2013,4,16,18034
19,2013,4,17,24755
20,2013,4,18,22471
21,2013,4,19,23085
22,2013,4,20,11608
23,2013,4,21,463
24,2013,4,22,21475
25,2013,4,23,16990
26,2013,4,24,14803
27,2013,4,25,10038
28,2013,4,26,20455
29,2013,4,27,38546
30,2013,4,28,37244
31,2013,4,29,14978
32,2013,4,30,7570
33,2013,5,1,24241
34,2013,5,2,6143
35,2013,5,3,17824
36,2013,5,4,28000
37,2013,5,5,12840
38,2013,5,6,28464
39,2013,5,7,9352
40,2013,5,8,28224
41,2013,5,9,19799
42,2013,5,10,16206
43,2013,5,11,35026
44,2013,5,12,36090
45,2013,5,13,21194
46,2013,5,14,12671
47,2013,5,15,1296
48,2013,5,16,898
49,2013,5,17,18402
