,year,mon,day,conversation_time
0,2013,3,27,11190
1,2013,3,28,12987
2,2013,3,29,23373
3,2013,3,30,14833
4,2013,3,31,14263
5,2013,4,1,19474
6,2013,4,2,15012
7,2013,4,3,27719
8,2013,4,4,14226
9,2013,4,5,40741
10,2013,4,6,24931
11,2013,4,7,29641
12,2013,4,8,31242
13,2013,4,9,15512
14,2013,4,10,25540
15,2013,4,11,15586
16,2013,4,12,30231
17,2013,4,13,12356
18,2013,4,14,16003
19,2013,4,15,34805
20,2013,4,16,7975
21,2013,4,17,32053
22,2013,4,18,20816
23,2013,4,19,19358
24,2013,4,20,17143
25,2013,4,21,21572
26,2013,4,22,18629
27,2013,4,23,26220
28,2013,4,24,16992
29,2013,4,25,25162
30,2013,4,26,30699
31,2013,4,27,18227
32,2013,4,28,7433
33,2013,4,29,33528
34,2013,4,30,35946
35,2013,5,1,22077
36,2013,5,2,31753
37,2013,5,3,26816
38,2013,5,4,19957
39,2013,5,5,20297
40,2013,5,6,24602
41,2013,5,7,12877
42,2013,5,8,26875
43,2013,5,9,21001
44,2013,5,10,33147
45,2013,5,11,24979
46,2013,5,12,20880
47,2013,5,13,25940
48,2013,5,14,5750
49,2013,5,15,32299
50,2013,5,16,27036
51,2013,5,17,22730
52,2013,5,18,15544
53,2013,5,19,7664
54,2013,5,20,22062
55,2013,5,21,24895
56,2013,5,22,29397
57,2013,5,23,34328
58,2013,5,24,24464
59,2013,5,25,20485
60,2013,5,26,35019
61,2013,5,27,29762
62,2013,5,28,30491
