,year,mon,day,conversation_time
0,2013,3,29,10516
1,2013,3,30,11095
2,2013,3,31,10839
3,2013,4,1,26388
4,2013,4,2,7145
5,2013,4,3,9144
6,2013,4,4,6564
7,2013,4,5,12010
8,2013,4,6,12731
9,2013,4,7,4011
10,2013,4,8,7732
11,2013,4,9,9167
12,2013,4,10,9780
13,2013,4,11,13920
14,2013,4,12,8663
15,2013,4,13,8155
16,2013,4,14,2300
17,2013,4,15,8489
18,2013,4,16,7983
19,2013,4,17,12160
20,2013,4,18,13045
21,2013,4,19,10820
22,2013,4,20,2751
23,2013,4,21,6839
24,2013,4,23,6756
25,2013,4,24,12273
26,2013,4,25,2451
27,2013,4,27,0
28,2013,4,28,9130
29,2013,4,29,1190
30,2013,4,30,4900
31,2013,5,10,6940
32,2013,5,11,9348
33,2013,5,12,7769
34,2013,5,13,6503
35,2013,5,14,4883
36,2013,5,15,16331
37,2013,5,16,3870
38,2013,5,29,2248
39,2013,5,31,2339
