,year,mon,day,conversation_time
0,2013,3,28,32700
1,2013,3,29,36388
2,2013,3,30,30961
3,2013,3,31,37181
4,2013,4,1,29788
5,2013,4,2,22429
6,2013,4,3,24238
7,2013,4,4,34637
8,2013,4,5,30748
9,2013,4,6,13823
10,2013,4,7,33489
11,2013,4,8,33897
12,2013,4,9,17405
13,2013,4,10,39312
14,2013,4,11,40611
15,2013,4,12,40808
16,2013,4,13,32426
17,2013,4,14,32076
18,2013,4,15,30819
19,2013,4,16,19188
20,2013,4,17,19150
21,2013,4,18,9250
22,2013,4,19,3508
23,2013,4,20,29729
24,2013,4,21,38186
25,2013,4,22,27788
26,2013,4,23,36163
27,2013,4,24,9199
28,2013,4,25,21542
29,2013,4,26,36297
30,2013,4,27,34857
31,2013,4,28,34962
32,2013,4,29,31975
33,2013,5,6,16237
34,2013,5,7,16924
35,2013,5,8,29995
36,2013,5,9,20180
37,2013,5,10,24625
38,2013,5,11,26665
39,2013,5,12,16447
40,2013,5,13,30748
41,2013,5,14,13132
42,2013,5,18,11888
43,2013,5,19,24574
44,2013,5,20,17755
45,2013,5,21,33174
46,2013,5,22,20693
47,2013,5,23,36839
48,2013,5,24,34938
49,2013,5,25,40615
50,2013,5,26,39342
51,2013,5,27,23559
52,2013,5,28,32922
53,2013,5,29,57872
54,2013,5,30,18901
