,year,mon,day,conversation_time
0,2013,3,27,674
1,2013,3,28,22176
2,2013,3,29,24476
3,2013,3,31,11822
4,2013,4,1,38061
5,2013,4,2,32343
6,2013,4,3,37545
7,2013,4,4,10853
8,2013,4,5,27773
9,2013,4,6,24249
10,2013,4,7,31230
11,2013,4,8,252
12,2013,4,9,26070
13,2013,4,10,18741
14,2013,4,11,5576
15,2013,4,12,16615
16,2013,4,13,20681
17,2013,4,14,5798
18,2013,4,15,2349
19,2013,4,16,9592
20,2013,4,18,12586
21,2013,4,19,13201
22,2013,4,20,22288
23,2013,4,21,9197
24,2013,4,22,2076
25,2013,4,23,14600
26,2013,4,24,15507
27,2013,4,25,5894
28,2013,4,28,18215
29,2013,4,29,33095
30,2013,4,30,16166
31,2013,5,6,323
32,2013,5,8,15921
33,2013,5,9,3973
34,2013,5,10,4692
35,2013,5,11,15151
36,2013,5,12,11988
37,2013,5,13,9411
38,2013,5,14,20193
39,2013,5,15,27215
40,2013,5,19,2207
41,2013,5,20,4616
