,year,mon,day,conversation_time
0,2013,4,1,28323
1,2013,4,2,24859
2,2013,4,3,47340
3,2013,4,4,37267
4,2013,4,5,39598
5,2013,4,6,34019
6,2013,4,7,27245
7,2013,4,8,29536
8,2013,4,9,19704
9,2013,4,10,29589
10,2013,4,11,33047
11,2013,4,12,29686
12,2013,4,13,19087
13,2013,4,14,25397
14,2013,4,15,19662
15,2013,4,16,18407
16,2013,4,17,31484
17,2013,4,18,19077
18,2013,4,19,28894
19,2013,4,20,14018
20,2013,4,21,20661
21,2013,4,22,20303
22,2013,4,23,28583
23,2013,4,24,26906
24,2013,4,25,20431
25,2013,4,26,13775
26,2013,4,27,25385
27,2013,4,28,19194
28,2013,4,29,28081
29,2013,4,30,17581
30,2013,5,1,24332
31,2013,5,2,26994
32,2013,5,3,38543
33,2013,5,4,31747
34,2013,5,5,42361
35,2013,5,6,20780
36,2013,5,7,21847
37,2013,5,8,35268
38,2013,5,9,35082
39,2013,5,10,25284
40,2013,5,11,32481
41,2013,5,12,35296
42,2013,5,13,26851
43,2013,5,14,21916
44,2013,5,15,8644
45,2013,5,16,29064
46,2013,5,17,30768
47,2013,5,18,33733
48,2013,5,19,21376
49,2013,5,20,16387
50,2013,5,21,39671
51,2013,5,22,15313
