,year,mon,day,phonelock_time
0,2013,3,27,33189
1,2013,3,28,58083
2,2013,3,29,59858
3,2013,3,30,9079
4,2013,4,2,17005
5,2013,4,3,53816
6,2013,4,4,37690
7,2013,4,5,26769
8,2013,4,6,50234
9,2013,4,7,74917
10,2013,4,8,26196
11,2013,4,9,51629
12,2013,4,10,65499
13,2013,4,11,17300
14,2013,4,12,24105
15,2013,4,13,56754
16,2013,4,14,52642
17,2013,4,15,0
18,2013,4,16,49365
19,2013,4,17,14864
20,2013,4,18,65990
21,2013,4,19,56386
22,2013,4,20,47077
23,2013,4,21,48933
24,2013,4,22,49588
25,2013,4,23,51051
26,2013,4,24,65090
27,2013,4,25,7747
28,2013,4,26,22817
29,2013,4,28,39955
30,2013,4,29,41623
31,2013,4,30,47136
32,2013,5,1,70437
33,2013,5,2,48996
34,2013,5,3,44715
35,2013,5,4,30584
36,2013,5,6,4431
37,2013,5,7,56188
38,2013,5,8,44962
39,2013,5,9,61113
40,2013,5,10,42173
41,2013,5,11,32771
42,2013,5,12,53616
43,2013,5,13,0
44,2013,5,14,43858
45,2013,5,15,50042
46,2013,5,16,5974
47,2013,5,17,13351
48,2013,5,19,30271
49,2013,5,20,18688
50,2013,5,21,15296
51,2013,5,22,28571
52,2013,5,23,72397
53,2013,5,24,7297
54,2013,5,25,0
55,2013,5,26,25601
56,2013,5,27,0
57,2013,5,28,9491
58,2013,5,29,30413
59,2013,5,30,0
