,year,mon,day,phonelock_time
0,2013,3,27,41807
1,2013,3,28,30115
2,2013,3,29,32553
3,2013,3,30,59879
4,2013,3,31,47365
5,2013,4,1,61055
6,2013,4,2,73036
7,2013,4,3,54570
8,2013,4,4,63008
9,2013,4,5,0
10,2013,4,6,20198
11,2013,4,7,33556
12,2013,4,8,28869
13,2013,4,9,20526
14,2013,4,10,56592
15,2013,4,11,35796
16,2013,4,12,58759
17,2013,4,13,0
18,2013,4,14,65451
19,2013,4,15,39568
20,2013,4,16,23966
21,2013,4,17,26484
22,2013,4,18,44187
23,2013,4,19,9959
24,2013,4,20,20380
25,2013,4,21,0
26,2013,4,22,75391
27,2013,4,23,31954
28,2013,4,24,10826
29,2013,4,25,73865
30,2013,4,26,48011
31,2013,4,27,24888
32,2013,4,28,32588
33,2013,4,29,34756
34,2013,4,30,61645
35,2013,5,1,25692
36,2013,5,2,33585
37,2013,5,3,13674
38,2013,5,4,32708
39,2013,5,5,46678
40,2013,5,6,57196
41,2013,5,7,50599
42,2013,5,8,28150
43,2013,5,11,52215
44,2013,5,12,9476
45,2013,5,13,48941
46,2013,5,14,22566
47,2013,5,15,67634
48,2013,5,16,18848
49,2013,5,17,34102
50,2013,5,18,0
51,2013,5,20,37136
52,2013,5,21,56744
53,2013,5,22,30660
54,2013,5,23,15219
55,2013,5,24,22654
56,2013,5,25,0
57,2013,5,26,11905
58,2013,5,27,6030
59,2013,5,28,0
60,2013,5,29,21691
61,2013,5,30,22720
