,year,mon,day,phonelock_time
0,2013,3,27,0
1,2013,3,29,29709
2,2013,3,30,17159
3,2013,3,31,3888
4,2013,4,1,25797
5,2013,4,2,9003
6,2013,4,3,8919
7,2013,4,4,36052
8,2013,4,5,0
9,2013,4,6,18550
10,2013,4,7,26062
11,2013,4,9,57049
12,2013,4,10,54537
13,2013,4,11,21097
14,2013,4,12,6281
15,2013,4,13,30699
16,2013,4,14,25544
17,2013,4,15,0
18,2013,4,16,29630
19,2013,4,17,10764
20,2013,4,18,16066
21,2013,4,19,0
22,2013,4,20,37503
23,2013,4,21,0
24,2013,4,23,27841
25,2013,4,24,0
26,2013,4,25,6422
27,2013,4,26,14458
28,2013,4,27,9859
29,2013,4,28,14896
30,2013,4,29,28867
31,2013,4,30,0
32,2013,5,1,24692
33,2013,5,2,36996
34,2013,5,3,0
35,2013,5,4,4954
36,2013,5,5,0
37,2013,5,6,36631
38,2013,5,7,27299
39,2013,5,8,3947
40,2013,5,9,5151
41,2013,5,10,8927
42,2013,5,11,14105
43,2013,5,13,5149
44,2013,5,14,27433
45,2013,5,15,4079
46,2013,5,16,0
47,2013,5,17,8849
48,2013,5,18,19379
49,2013,5,20,3927
50,2013,5,21,20076
51,2013,5,22,4116
52,2013,5,23,31591
53,2013,5,24,22399
54,2013,5,25,23518
55,2013,5,26,0
56,2013,5,27,22782
57,2013,5,28,0
58,2013,5,29,8318
59,2013,5,30,37815
