,year,mon,day,phonelock_time
0,2013,3,27,0
1,2013,3,28,63127
2,2013,3,29,38261
3,2013,3,30,7669
4,2013,3,31,53483
5,2013,4,1,22846
6,2013,4,2,31234
7,2013,4,3,52780
8,2013,4,4,17370
9,2013,4,5,47957
10,2013,4,6,0
11,2013,4,7,51854
12,2013,4,8,31860
13,2013,4,9,67272
14,2013,4,10,56381
15,2013,4,11,20779
16,2013,4,12,29473
17,2013,4,14,8880
18,2013,4,15,43839
19,2013,4,16,35602
20,2013,4,17,0
21,2013,4,18,0
22,2013,4,19,66736
23,2013,4,20,57670
24,2013,4,21,51987
25,2013,4,22,31728
26,2013,4,23,57884
27,2013,4,24,69387
28,2013,4,25,77349
29,2013,4,26,15057
30,2013,4,27,44913
31,2013,4,28,16940
32,2013,4,29,29932
33,2013,4,30,35241
34,2013,5,1,52670
35,2013,5,2,10194
36,2013,5,3,55165
37,2013,5,4,6657
38,2013,5,5,0
39,2013,5,6,22620
40,2013,5,7,39603
41,2013,5,8,24579
42,2013,5,9,41241
43,2013,5,10,17720
44,2013,5,11,57879
45,2013,5,12,58084
46,2013,5,13,46247
47,2013,5,14,65495
48,2013,5,15,21564
49,2013,5,16,50662
50,2013,5,17,54809
51,2013,5,18,0
52,2013,5,20,60986
53,2013,5,21,0
54,2013,5,22,29905
55,2013,5,23,0
56,2013,5,27,0
57,2013,5,28,17073
58,2013,5,29,53981
59,2013,5,30,11575
