,year,mon,day,phonelock_time
0,2013,3,27,34881
1,2013,3,28,55997
2,2013,3,29,61288
3,2013,3,30,55852
4,2013,3,31,51469
5,2013,4,1,60881
6,2013,4,2,51371
7,2013,4,3,45755
8,2013,4,4,43458
9,2013,4,5,6061
10,2013,4,6,68501
11,2013,4,7,51127
12,2013,4,8,25955
13,2013,4,9,49058
14,2013,4,10,49439
15,2013,4,11,55968
16,2013,4,12,22982
17,2013,4,14,26000
18,2013,4,15,56683
19,2013,4,16,51718
20,2013,4,17,35614
21,2013,4,18,53608
22,2013,4,19,11320
23,2013,4,20,79545
24,2013,4,21,25420
25,2013,4,22,7319
26,2013,4,23,58513
27,2013,4,24,7973
28,2013,4,25,30900
29,2013,4,26,29304
30,2013,4,27,6971
31,2013,4,28,59541
32,2013,4,29,27670
33,2013,4,30,0
34,2013,5,1,8591
35,2013,5,2,63929
36,2013,5,3,29884
37,2013,5,4,0
38,2013,5,5,10269
39,2013,5,6,24113
40,2013,5,7,8199
41,2013,5,8,37032
42,2013,5,9,73545
43,2013,5,10,0
44,2013,5,12,57654
45,2013,5,13,35591
46,2013,5,14,29122
47,2013,5,15,18174
48,2013,5,20,25154
49,2013,5,22,35801
50,2013,5,26,13126
51,2013,5,28,0
