,year,mon,day,phonelock_time
0,2013,3,28,4728
1,2013,3,29,44360
2,2013,3,30,57693
3,2013,3,31,60407
4,2013,4,1,49419
5,2013,4,2,78671
6,2013,4,3,58912
7,2013,4,4,15933
8,2013,4,5,62997
9,2013,4,6,10264
10,2013,4,8,41693
11,2013,4,9,13637
12,2013,4,10,28170
13,2013,4,11,20477
14,2013,4,12,31618
15,2013,4,13,50827
16,2013,4,14,15628
17,2013,4,15,48596
18,2013,4,16,40388
19,2013,4,17,27876
20,2013,4,18,51678
21,2013,4,19,47909
22,2013,4,20,0
23,2013,4,21,45035
24,2013,4,22,6380
25,2013,4,23,28081
26,2013,4,24,48941
27,2013,4,25,27291
28,2013,4,26,12005
