,year,mon,day,phonelock_time
0,2013,3,27,0
1,2013,3,28,56023
2,2013,3,29,5712
3,2013,4,1,31753
4,2013,4,2,59385
5,2013,4,3,11022
6,2013,4,4,30716
7,2013,4,5,15674
8,2013,4,7,4963
9,2013,4,8,44348
10,2013,4,9,33730
11,2013,4,10,8333
12,2013,4,11,20555
13,2013,4,12,51230
14,2013,4,13,5214
15,2013,4,14,9757
16,2013,4,20,6478
17,2013,4,21,7193
18,2013,4,22,52402
19,2013,4,23,20092
20,2013,4,24,15294
21,2013,4,25,50862
22,2013,4,26,0
23,2013,4,27,22498
24,2013,4,28,13192
25,2013,4,29,25795
26,2013,4,30,0
27,2013,5,4,3681
28,2013,5,5,6319
29,2013,5,6,25344
30,2013,5,10,0
31,2013,5,11,5226
32,2013,5,13,0
33,2013,5,14,56688
34,2013,5,15,22439
35,2013,5,16,4823
36,2013,5,17,21236
