,year,mon,day,phonelock_time
0,2013,3,27,30367
1,2013,3,30,57684
2,2013,3,31,63734
3,2013,4,1,0
4,2013,4,2,34609
5,2013,4,3,8411
6,2013,4,4,40652
7,2013,4,5,4359
8,2013,4,6,15732
9,2013,4,7,5010
10,2013,4,8,20650
11,2013,4,9,38644
12,2013,4,10,26507
13,2013,4,11,9025
14,2013,4,12,54962
15,2013,4,13,69967
16,2013,4,14,30366
17,2013,4,15,70071
18,2013,4,16,8704
19,2013,4,17,7485
20,2013,4,19,28328
21,2013,4,20,0
22,2013,4,21,27909
23,2013,4,22,16986
24,2013,4,23,5980
25,2013,4,24,3839
26,2013,4,25,5131
27,2013,4,26,4909
28,2013,4,27,12040
29,2013,4,28,32383
30,2013,4,29,0
31,2013,4,30,48161
32,2013,5,1,0
33,2013,5,2,66419
34,2013,5,3,5784
35,2013,5,4,0
36,2013,5,14,36107
37,2013,5,15,13470
38,2013,5,16,0
39,2013,5,17,0
40,2013,5,19,4468
41,2013,5,20,22885
42,2013,5,21,5468
43,2013,5,22,0
44,2013,5,24,0
45,2013,5,26,0
46,2013,5,28,0
47,2013,5,29,29390
48,2013,5,30,0
