,year,mon,day,phonelock_time
0,2013,3,29,45090
1,2013,3,30,16393
2,2013,3,31,0
3,2013,4,1,54273
4,2013,4,2,20460
5,2013,4,3,0
6,2013,4,4,41598
7,2013,4,5,4853
8,2013,4,9,0
9,2013,4,10,18660
10,2013,4,11,47048
11,2013,4,12,53441
12,2013,4,13,0
13,2013,4,15,10885
14,2013,4,19,0
15,2013,4,20,18013
16,2013,4,21,0
17,2013,4,22,10162
18,2013,4,26,34819
19,2013,4,29,7322
20,2013,4,30,0
21,2013,5,10,0
22,2013,5,12,29706
23,2013,5,13,50807
24,2013,5,14,0
25,2013,5,21,13455
26,2013,5,25,0
27,2013,5,28,51691
