,year,mon,day,phonelock_time
0,2013,3,27,27385
1,2013,3,28,60867
2,2013,3,29,49484
3,2013,3,30,17611
4,2013,3,31,31261
5,2013,4,1,46853
6,2013,4,2,12616
7,2013,4,3,17693
8,2013,4,4,10192
9,2013,4,5,12816
10,2013,4,6,6711
11,2013,4,7,0
12,2013,4,8,58218
13,2013,4,9,8260
14,2013,4,10,41927
15,2013,4,11,17043
16,2013,4,12,55920
17,2013,4,13,25521
18,2013,4,14,32784
19,2013,4,15,37377
20,2013,4,16,13231
21,2013,4,17,46656
22,2013,4,18,60708
23,2013,4,19,52886
24,2013,4,20,48866
25,2013,4,21,59295
26,2013,4,22,10714
27,2013,4,23,48554
28,2013,4,24,29125
29,2013,4,25,0
30,2013,4,26,44825
31,2013,4,27,14805
32,2013,4,28,12032
33,2013,4,29,4347
34,2013,4,30,44350
35,2013,5,1,46624
36,2013,5,2,20821
37,2013,5,3,59612
38,2013,5,4,33153
39,2013,5,5,22437
40,2013,5,6,50724
41,2013,5,7,45551
42,2013,5,8,14138
43,2013,5,9,13812
44,2013,5,10,11462
45,2013,5,11,61307
46,2013,5,12,36460
47,2013,5,13,14997
48,2013,5,14,15547
49,2013,5,15,47189
50,2013,5,16,37731
51,2013,5,17,26660
52,2013,5,18,17998
53,2013,5,19,17698
54,2013,5,20,36005
55,2013,5,21,19732
56,2013,5,22,54261
57,2013,5,23,31177
58,2013,5,24,20077
59,2013,5,25,52177
60,2013,5,26,0
61,2013,5,27,63398
62,2013,5,28,52667
