,year,mon,day,phonelock_time
0,2013,3,27,26858
1,2013,3,28,0
2,2013,3,29,31276
3,2013,3,30,14664
4,2013,3,31,64397
5,2013,4,1,28702
6,2013,4,2,7440
7,2013,4,3,47218
8,2013,4,4,4123
9,2013,4,5,33945
10,2013,4,6,55388
11,2013,4,7,44940
12,2013,4,8,33720
13,2013,4,9,38201
14,2013,4,10,30795
15,2013,4,11,0
16,2013,4,12,28769
17,2013,4,13,0
18,2013,4,14,61419
19,2013,4,15,42111
20,2013,4,16,31707
21,2013,4,17,31963
22,2013,4,18,9928
23,2013,4,19,23164
24,2013,4,20,39162
25,2013,4,21,47861
26,2013,4,22,24270
27,2013,4,23,41449
28,2013,4,24,11096
29,2013,4,25,26405
30,2013,4,26,31451
31,2013,4,27,56466
32,2013,4,28,25438
33,2013,4,29,31248
34,2013,4,30,35851
35,2013,5,1,31497
36,2013,5,2,4788
37,2013,5,3,48122
38,2013,5,4,9293
39,2013,5,5,33006
40,2013,5,6,40808
41,2013,5,7,36408
42,2013,5,8,31509
43,2013,5,9,41710
44,2013,5,10,40702
45,2013,5,11,10198
46,2013,5,12,18471
47,2013,5,13,14603
48,2013,5,14,40060
49,2013,5,15,13042
50,2013,5,16,3931
51,2013,5,17,37519
52,2013,5,19,4500
53,2013,5,20,0
54,2013,5,24,26391
55,2013,5,25,0
56,2013,5,26,0
57,2013,5,27,13564
58,2013,5,28,59310
59,2013,5,30,3995
60,2013,5,31,44648
