,year,mon,day,phonelock_time
0,2013,3,27,0
1,2013,3,28,21136
2,2013,3,29,18021
3,2013,3,30,61239
4,2013,3,31,44585
5,2013,4,1,58938
6,2013,4,2,62433
7,2013,4,3,34246
8,2013,4,4,33320
9,2013,4,5,13322
10,2013,4,6,15302
11,2013,4,7,0
12,2013,4,8,13793
13,2013,4,9,46853
14,2013,4,10,23891
15,2013,4,11,18657
16,2013,4,12,16268
17,2013,4,13,4060
18,2013,4,14,0
19,2013,4,15,5711
20,2013,4,16,10201
21,2013,4,18,52930
22,2013,4,19,15403
23,2013,4,20,35017
24,2013,4,21,65168
25,2013,4,22,57582
26,2013,4,23,19702
27,2013,4,26,0
28,2013,4,27,0
29,2013,4,29,4396
30,2013,5,4,0
31,2013,5,25,0
32,2013,5,27,0
