,year,mon,day,phonelock_time
0,2013,3,29,14547
1,2013,3,30,20289
2,2013,3,31,33961
3,2013,4,1,5808
4,2013,4,2,34073
5,2013,4,3,31887
6,2013,4,4,20380
7,2013,4,5,15883
8,2013,4,6,32260
9,2013,4,7,45749
10,2013,4,8,15573
11,2013,4,9,26712
12,2013,4,10,3979
13,2013,4,11,20051
14,2013,4,12,0
15,2013,4,13,16011
16,2013,4,14,22310
17,2013,4,15,23312
18,2013,4,16,30208
19,2013,4,17,12054
20,2013,4,18,13446
21,2013,4,19,12987
22,2013,4,20,8043
23,2013,4,22,4095
24,2013,4,23,11855
25,2013,4,24,0
26,2013,4,25,22156
27,2013,4,26,22456
28,2013,4,27,43080
29,2013,4,28,25553
30,2013,4,29,0
31,2013,4,30,10202
32,2013,5,1,22435
33,2013,5,2,6817
34,2013,5,3,24525
35,2013,5,4,0
36,2013,5,5,16459
37,2013,5,6,18534
38,2013,5,7,20665
39,2013,5,8,36903
40,2013,5,9,32291
41,2013,5,10,9252
42,2013,5,11,0
43,2013,5,12,6091
44,2013,5,13,0
45,2013,5,12,0
46,2013,5,13,51036
47,2013,5,14,30379
48,2013,5,15,61550
49,2013,5,16,31774
50,2013,5,17,54758
51,2013,5,18,36362
52,2013,5,19,65886
53,2013,5,20,63164
54,2013,5,21,14682
55,2013,5,22,57034
56,2013,5,23,48384
57,2013,5,24,29827
58,2013,5,25,52442
59,2013,5,26,22217
60,2013,5,27,27862
61,2013,5,28,34274
62,2013,5,29,43437
63,2013,5,30,83665
64,2013,5,31,54487
