,year,mon,day,phonelock_time
0,2013,3,27,29887
1,2013,3,28,55185
2,2013,3,29,50550
3,2013,3,30,66285
4,2013,3,31,61184
5,2013,4,1,57367
6,2013,4,2,48303
7,2013,4,3,68279
8,2013,4,4,62855
9,2013,4,5,47305
10,2013,4,6,74056
11,2013,4,7,29407
12,2013,4,8,55211
13,2013,4,9,58009
14,2013,4,10,43507
15,2013,4,11,33584
16,2013,4,12,71376
17,2013,4,13,59598
18,2013,4,14,38812
19,2013,4,15,57747
20,2013,4,16,17191
21,2013,4,17,32853
22,2013,4,18,58764
23,2013,4,19,72974
24,2013,4,20,39352
25,2013,4,21,0
26,2013,4,22,32002
27,2013,4,23,53832
28,2013,4,24,68640
29,2013,4,25,57732
30,2013,4,26,64008
31,2013,4,27,42747
32,2013,4,28,54747
33,2013,4,29,80286
34,2013,4,30,50299
35,2013,5,1,61582
36,2013,5,2,60623
37,2013,5,3,0
38,2013,5,4,0
39,2013,5,5,28881
40,2013,5,6,60713
41,2013,5,7,35526
42,2013,5,8,7979
43,2013,5,9,60683
44,2013,5,10,61305
45,2013,5,11,82280
46,2013,5,12,22605
47,2013,5,13,27097
48,2013,5,14,52871
49,2013,5,15,53934
50,2013,5,16,74741
51,2013,5,17,31491
52,2013,5,18,0
53,2013,5,19,0
54,2013,5,21,28000
